,GEO,SEX,AGE_M3,VALUE
250,AT21,T,40+,315536.0
251,AT21,T,TOTAL,556173.0
252,AT211,F,18-29,19062.0
253,AT211,F,30-39,17271.0
254,AT211,F,40+,85290.0
255,AT211,F,<18,22675.0
256,AT211,F,TOTAL,144298.0
257,AT211,M,18-29,19286.0
258,AT211,M,30-39,16719.0
259,AT211,M,40+,72730.0
260,AT211,M,<18,23772.0
261,AT211,M,TOTAL,132507.0
262,AT211,T,18-29,32060.0
263,AT211,T,30-39,33990.0
264,AT211,T,40+,158020.0
265,AT211,T,TOTAL,276805.0
266,AT212,F,18-29,8670.0
267,AT212,F,30-39,7249.0
268,AT212,F,40+,37792.0
269,AT212,F,<18,10990.0
270,AT212,F,TOTAL,64701.0
271,AT212,M,18-29,9337.0
272,AT212,M,30-39,7502.0
273,AT212,M,40+,34023.0
274,AT212,M,<18,11483.0
275,AT212,M,TOTAL,62345.0
276,AT212,T,18-29,14799.0
277,AT212,T,30-39,14751.0
278,AT212,T,40+,71815.0
279,AT212,T,TOTAL,127046.0
280,AT213,F,18-29,10055.0
281,AT213,F,30-39,8850.0
282,AT213,F,40+,45139.0
283,AT213,F,<18,13454.0
284,AT213,F,TOTAL,77498.0
285,AT213,M,18-29,11033.0
286,AT213,M,30-39,9279.0
287,AT213,M,40+,40562.0
288,AT213,M,<18,13950.0
289,AT213,M,TOTAL,74824.0
290,AT213,T,18-29,17400.0
291,AT213,T,30-39,18129.0
292,AT213,T,40+,85701.0
293,AT213,T,TOTAL,152322.0
294,AT22,F,18-29,90088.0
295,AT22,F,30-39,76745.0
296,AT22,F,40+,351435.0
297,AT22,F,<18,99283.0
298,AT22,F,TOTAL,617551.0
299,AT22,M,18-29,95397.0
300,AT22,M,30-39,78864.0
301,AT22,M,40+,312431.0
302,AT22,M,<18,104332.0
303,AT22,M,TOTAL,591024.0
304,AT22,T,18-29,156280.0
305,AT22,T,30-39,155609.0
306,AT22,T,40+,663866.0
307,AT22,T,TOTAL,1208575.0
308,AT221,F,18-29,36900.0
309,AT221,F,30-39,27930.0
310,AT221,F,40+,110807.0
311,AT221,F,<18,32564.0
312,AT221,F,TOTAL,208201.0
313,AT221,M,18-29,36964.0
314,AT221,M,30-39,28353.0
315,AT221,M,40+,96698.0
316,AT221,M,<18,34570.0
317,AT221,M,TOTAL,196585.0
318,AT221,T,18-29,64007.0
319,AT221,T,30-39,56283.0
320,AT221,T,40+,207505.0
321,AT221,T,TOTAL,404786.0
322,AT222,F,18-29,5201.0
323,AT222,F,30-39,4768.0
324,AT222,F,40+,24069.0
325,AT222,F,<18,6691.0
326,AT222,F,TOTAL,40729.0
327,AT222,M,18-29,5571.0
328,AT222,M,30-39,4781.0
329,AT222,M,40+,21094.0
330,AT222,M,<18,7192.0
331,AT222,M,TOTAL,38638.0
332,AT222,T,18-29,8824.0
333,AT222,T,30-39,9549.0
334,AT222,T,40+,45163.0
335,AT222,T,TOTAL,79367.0
336,AT223,F,18-29,10139.0
337,AT223,F,30-39,9036.0
338,AT223,F,40+,53245.0
339,AT223,F,<18,12088.0
340,AT223,F,TOTAL,84508.0
341,AT223,M,18-29,11631.0
342,AT223,M,30-39,9488.0
343,AT223,M,40+,46421.0
344,AT223,M,<18,12620.0
345,AT223,M,TOTAL,80160.0
346,AT223,T,18-29,18189.0
347,AT223,T,30-39,18524.0
348,AT223,T,40+,99666.0
349,AT223,T,TOTAL,164668.0
350,AT224,F,18-29,18488.0
351,AT224,F,30-39,17078.0
352,AT224,F,40+,75904.0
353,AT224,F,<18,23354.0
354,AT224,F,TOTAL,134824.0
355,AT224,M,18-29,20308.0
356,AT224,M,30-39,17741.0
357,AT224,M,40+,69400.0
358,AT224,M,<18,24527.0
359,AT224,M,TOTAL,131976.0
360,AT224,T,18-29,32088.0
361,AT224,T,30-39,34819.0
362,AT224,T,40+,145304.0
363,AT224,T,TOTAL,266800.0
364,AT225,F,18-29,12852.0
365,AT225,F,30-39,12041.0
366,AT225,F,40+,55996.0
367,AT225,F,<18,16000.0
368,AT225,F,TOTAL,96889.0
369,AT225,M,18-29,13608.0
370,AT225,M,30-39,12312.0
371,AT225,M,40+,50765.0
372,AT225,M,<18,16510.0
373,AT225,M,TOTAL,93195.0
374,AT225,T,18-29,21825.0
375,AT225,T,30-39,24353.0
376,AT225,T,40+,106761.0
377,AT225,T,TOTAL,190084.0
378,AT226,F,18-29,6508.0
379,AT226,F,30-39,5892.0
380,AT226,F,40+,31414.0
381,AT226,F,<18,8586.0
382,AT226,F,TOTAL,52400.0
383,AT226,M,18-29,7315.0
384,AT226,M,30-39,6189.0
385,AT226,M,40+,28053.0
386,AT226,M,<18,8913.0
387,AT226,M,TOTAL,50470.0
388,AT226,T,18-29,11347.0
389,AT226,T,30-39,12081.0
390,AT226,T,40+,59467.0
391,AT226,T,TOTAL,102870.0
392,AT3,F,18-29,230283.0
393,AT3,F,30-39,195766.0
394,AT3,F,40+,834152.0
395,AT3,F,<18,281637.0
396,AT3,F,TOTAL,1541838.0
397,AT3,M,18-29,237798.0
398,AT3,M,30-39,196530.0
399,AT3,M,40+,751461.0
400,AT3,M,<18,294960.0
401,AT3,M,TOTAL,1480749.0
402,AT3,T,18-29,390240.0
403,AT3,T,30-39,392296.0
404,AT3,T,40+,1585613.0
405,AT3,T,TOTAL,3022587.0
406,AT31,F,18-29,105547.0
407,AT31,F,30-39,88144.0
408,AT31,F,40+,394005.0
409,AT31,F,<18,131109.0
410,AT31,F,TOTAL,718805.0
411,AT31,M,18-29,110523.0
412,AT31,M,30-39,90294.0
413,AT31,M,40+,356862.0
414,AT31,M,<18,137278.0
415,AT31,M,TOTAL,694957.0
416,AT31,T,18-29,179440.0
417,AT31,T,30-39,178438.0
418,AT31,T,40+,750867.0
419,AT31,T,TOTAL,1413762.0
420,AT311,F,18-29,20415.0
421,AT311,F,30-39,16782.0
422,AT311,F,40+,75900.0
423,AT311,F,<18,25851.0
424,AT311,F,TOTAL,138948.0
425,AT311,M,18-29,21938.0
426,AT311,M,30-39,17561.0
427,AT311,M,40+,69825.0
428,AT311,M,<18,27088.0
429,AT311,M,TOTAL,136412.0
430,AT311,T,18-29,34804.0
431,AT311,T,30-39,34343.0
432,AT311,T,40+,145725.0
433,AT311,T,TOTAL,275360.0
434,AT312,F,18-29,42126.0
435,AT312,F,30-39,35938.0
436,AT312,F,40+,156010.0
437,AT312,F,<18,49340.0
438,AT312,F,TOTAL,283414.0
439,AT312,M,18-29,42266.0
440,AT312,M,30-39,36191.0
441,AT312,M,40+,138397.0
442,AT312,M,<18,51785.0
443,AT312,M,TOTAL,268639.0
444,AT312,T,18-29,71097.0
445,AT312,T,30-39,72129.0
446,AT312,T,40+,294407.0
447,AT312,T,TOTAL,552053.0
448,AT313,F,18-29,15327.0
449,AT313,F,30-39,12610.0
450,AT313,F,40+,53479.0
451,AT313,F,<18,20330.0
452,AT313,F,TOTAL,101746.0
453,AT313,M,18-29,16926.0
454,AT313,M,30-39,13243.0
455,AT313,M,40+,51172.0
456,AT313,M,<18,21081.0
457,AT313,M,TOTAL,102422.0
458,AT313,T,18-29,26452.0
459,AT313,T,30-39,25853.0
460,AT313,T,40+,104651.0
461,AT313,T,TOTAL,204168.0
462,AT314,F,18-29,10925.0
463,AT314,F,30-39,8953.0
464,AT314,F,40+,43137.0
465,AT314,F,<18,14350.0
466,AT314,F,TOTAL,77365.0
467,AT314,M,18-29,11698.0
468,AT314,M,30-39,9337.0
469,AT314,M,40+,39108.0
470,AT314,M,<18,14954.0
471,AT314,M,TOTAL,75097.0
472,AT314,T,18-29,18595.0
473,AT314,T,30-39,18290.0
474,AT314,T,40+,82245.0
475,AT314,T,TOTAL,152462.0
476,AT315,F,18-29,16754.0
477,AT315,F,30-39,13861.0
478,AT315,F,40+,65479.0
479,AT315,F,<18,21238.0
480,AT315,F,TOTAL,117332.0
481,AT315,M,18-29,17695.0
482,AT315,M,30-39,13962.0
483,AT315,M,40+,58360.0
484,AT315,M,<18,22370.0
485,AT315,M,TOTAL,112387.0
486,AT315,T,18-29,28492.0
487,AT315,T,30-39,27823.0
488,AT315,T,40+,123839.0
489,AT315,T,TOTAL,229719.0
490,AT32,F,18-29,39851.0
491,AT32,F,30-39,34859.0
492,AT32,F,40+,149106.0
493,AT32,F,<18,48599.0
494,AT32,F,TOTAL,272415.0
495,AT32,M,18-29,40694.0
496,AT32,M,30-39,34491.0
497,AT32,M,40+,130559.0
498,AT32,M,<18,50907.0
499,AT32,M,TOTAL,256651.0
500,AT32,T,18-29,67358.0
501,AT32,T,30-39,69350.0
502,AT32,T,40+,279665.0
503,AT32,T,TOTAL,529066.0
504,AT321,F,18-29,1492.0
505,AT321,F,30-39,1204.0
506,AT321,F,40+,5759.0
507,AT321,F,<18,1909.0
508,AT321,F,TOTAL,10364.0
509,AT321,M,18-29,1605.0
510,AT321,M,30-39,1304.0
511,AT321,M,40+,5188.0
512,AT321,M,<18,2041.0
513,AT321,M,TOTAL,10138.0
514,AT321,T,18-29,2514.0
515,AT321,T,30-39,2508.0
516,AT321,T,40+,10947.0
517,AT321,T,TOTAL,20502.0
518,AT322,F,18-29,12343.0
519,AT322,F,30-39,10339.0
520,AT322,F,40+,44652.0
521,AT322,F,<18,15627.0
522,AT322,F,TOTAL,82961.0
523,AT322,M,18-29,12741.0
524,AT322,M,30-39,10305.0
525,AT322,M,40+,40263.0
526,AT322,M,<18,16292.0
527,AT322,M,TOTAL,79601.0
528,AT322,T,18-29,20763.0
529,AT322,T,30-39,20644.0
530,AT322,T,40+,84915.0
531,AT322,T,TOTAL,162562.0
532,AT323,F,18-29,26016.0
533,AT323,F,30-39,23316.0
534,AT323,F,40+,98695.0
535,AT323,F,<18,31063.0
536,AT323,F,TOTAL,179090.0
537,AT323,M,18-29,26348.0
538,AT323,M,30-39,22882.0
539,AT323,M,40+,85108.0
540,AT323,M,<18,32574.0
541,AT323,M,TOTAL,166912.0
542,AT323,T,18-29,44081.0
543,AT323,T,30-39,46198.0
544,AT323,T,40+,183803.0
545,AT323,T,TOTAL,346002.0
546,AT33,F,18-29,56652.0
547,AT33,F,30-39,47533.0
548,AT33,F,40+,193480.0
549,AT33,F,<18,64813.0
550,AT33,F,TOTAL,362478.0
551,AT33,M,18-29,57371.0
552,AT33,M,30-39,46899.0
553,AT33,M,40+,174547.0
554,AT33,M,<18,68024.0
555,AT33,M,TOTAL,346841.0
556,AT33,T,18-29,95749.0
557,AT33,T,30-39,94432.0
558,AT33,T,40+,368027.0
559,AT33,T,TOTAL,709319.0
560,AT331,F,18-29,2295.0
561,AT331,F,30-39,1996.0
562,AT331,F,40+,8885.0
563,AT331,F,<18,2842.0
564,AT331,F,TOTAL,16018.0
565,AT331,M,18-29,2420.0
566,AT331,M,30-39,2019.0
567,AT331,M,40+,8140.0
568,AT331,M,<18,3021.0
569,AT331,M,TOTAL,15600.0
570,AT331,T,18-29,3898.0
571,AT331,T,30-39,4015.0
572,AT331,T,40+,17025.0
573,AT331,T,TOTAL,31618.0
574,AT332,F,18-29,24583.0
575,AT332,F,30-39,19796.0
576,AT332,F,40+,79113.0
577,AT332,F,<18,24312.0
578,AT332,F,TOTAL,147804.0
579,AT332,M,18-29,23834.0
580,AT332,M,30-39,19475.0
581,AT332,M,40+,69643.0
582,AT332,M,<18,25623.0
583,AT332,M,TOTAL,138575.0
584,AT332,T,18-29,41393.0
585,AT332,T,30-39,39271.0
586,AT332,T,40+,148756.0
587,AT332,T,TOTAL,286379.0
588,AT333,F,18-29,3525.0
589,AT333,F,30-39,2967.0
590,AT333,F,40+,13711.0
591,AT333,F,<18,4830.0
592,AT333,F,TOTAL,25033.0
593,AT333,M,18-29,3717.0
594,AT333,M,30-39,3088.0
595,AT333,M,40+,12477.0
596,AT333,M,<18,5004.0
597,AT333,M,TOTAL,24286.0
598,AT333,T,18-29,5895.0
599,AT333,T,30-39,6055.0
600,AT333,T,40+,26188.0
601,AT333,T,TOTAL,49319.0
602,AT334,F,18-29,7958.0
603,AT334,F,30-39,6837.0
604,AT334,F,40+,25620.0
605,AT334,F,<18,10044.0
606,AT334,F,TOTAL,50459.0
607,AT334,M,18-29,8574.0
608,AT334,M,30-39,6774.0
609,AT334,M,40+,23897.0
610,AT334,M,<18,10444.0
611,AT334,M,TOTAL,49689.0
612,AT334,T,18-29,13661.0
613,AT334,T,30-39,13611.0
614,AT334,T,40+,49517.0
615,AT334,T,TOTAL,100148.0
616,AT335,F,18-29,18291.0
617,AT335,F,30-39,15937.0
618,AT335,F,40+,66151.0
619,AT335,F,<18,22785.0
620,AT335,F,TOTAL,123164.0
621,AT335,M,18-29,18826.0
622,AT335,M,30-39,15543.0
623,AT335,M,40+,60390.0
624,AT335,M,<18,23932.0
625,AT335,M,TOTAL,118691.0
626,AT335,T,18-29,30902.0
627,AT335,T,30-39,31480.0
628,AT335,T,40+,126541.0
629,AT335,T,TOTAL,241855.0
630,AT34,F,18-29,28233.0
631,AT34,F,30-39,25230.0
632,AT34,F,40+,97561.0
633,AT34,F,<18,37116.0
634,AT34,F,TOTAL,188140.0
635,AT34,M,18-29,29210.0
636,AT34,M,30-39,24846.0
637,AT34,M,40+,89493.0
638,AT34,M,<18,38751.0
639,AT34,M,TOTAL,182300.0
640,AT34,T,18-29,47693.0
641,AT34,T,30-39,50076.0
642,AT34,T,40+,187054.0
643,AT34,T,TOTAL,370440.0
644,AT341,F,18-29,6755.0
645,AT341,F,30-39,5685.0
646,AT341,F,40+,23118.0
647,AT341,F,<18,8616.0
648,AT341,F,TOTAL,44174.0
649,AT341,M,18-29,7047.0
650,AT341,M,30-39,5735.0
651,AT341,M,40+,21569.0
652,AT341,M,<18,9111.0
653,AT341,M,TOTAL,43462.0
654,AT341,T,18-29,11476.0
655,AT341,T,30-39,11420.0
656,AT341,T,40+,44687.0
657,AT341,T,TOTAL,87636.0
658,AT342,F,18-29,21478.0
659,AT342,F,30-39,19545.0
660,AT342,F,40+,74443.0
661,AT342,F,<18,28500.0
662,AT342,F,TOTAL,143966.0
663,AT342,M,18-29,22163.0
664,AT342,M,30-39,19111.0
665,AT342,M,40+,67924.0
666,AT342,M,<18,29640.0
667,AT342,M,TOTAL,138838.0
668,AT342,T,18-29,36217.0
669,AT342,T,30-39,38656.0
670,AT342,T,40+,142367.0
671,AT342,T,TOTAL,282804.0
672,ATZ,F,18-29,
673,ATZ,F,30-39,
674,ATZ,F,40+,
675,ATZ,F,<18,
676,ATZ,F,TOTAL,
677,ATZ,M,18-29,
678,ATZ,M,30-39,
679,ATZ,M,40+,
680,ATZ,M,<18,
681,ATZ,M,TOTAL,
682,ATZ,T,18-29,
683,ATZ,T,30-39,
684,ATZ,T,40+,
685,ATZ,T,TOTAL,
686,ATZZ,F,18-29,
687,ATZZ,F,30-39,
688,ATZZ,F,40+,
689,ATZZ,F,<18,
690,ATZZ,F,TOTAL,
691,ATZZ,M,18-29,
692,ATZZ,M,30-39,
693,ATZZ,M,40+,
694,ATZZ,M,<18,
695,ATZZ,M,TOTAL,
696,ATZZ,T,18-29,
697,ATZZ,T,30-39,
698,ATZZ,T,40+,
699,ATZZ,T,TOTAL,
700,ATZZZ,F,18-29,
701,ATZZZ,F,30-39,
702,ATZZZ,F,40+,
703,ATZZZ,F,<18,
704,ATZZZ,F,TOTAL,
705,ATZZZ,M,18-29,
706,ATZZZ,M,30-39,
707,ATZZZ,M,40+,
708,ATZZZ,M,<18,
709,ATZZZ,M,TOTAL,
710,ATZZZ,T,18-29,
711,ATZZZ,T,30-39,
712,ATZZZ,T,40+,
713,ATZZZ,T,TOTAL,
714,BE,F,18-29,
715,BE,F,30-39,
716,BE,F,40+,
717,BE,F,<18,
718,BE,F,TOTAL,
719,BE,M,18-29,
720,BE,M,30-39,
721,BE,M,40+,
722,BE,M,<18,
723,BE,M,TOTAL,
724,BE,T,18-29,
725,BE,T,30-39,
726,BE,T,40+,
727,BE,T,TOTAL,
728,BE1,F,18-29,
729,BE1,F,30-39,
730,BE1,F,40+,
731,BE1,F,<18,
732,BE1,F,TOTAL,
733,BE1,M,18-29,
734,BE1,M,30-39,
735,BE1,M,40+,
736,BE1,M,<18,
737,BE1,M,TOTAL,
738,BE1,T,18-29,
739,BE1,T,30-39,
740,BE1,T,40+,
741,BE1,T,TOTAL,
742,BE10,F,18-29,
743,BE10,F,30-39,
744,BE10,F,40+,
745,BE10,F,<18,
746,BE10,F,TOTAL,
747,BE10,M,18-29,
748,BE10,M,30-39,
749,BE10,M,40+,
750,BE10,M,<18,
751,BE10,M,TOTAL,
752,BE10,T,18-29,
753,BE10,T,30-39,
754,BE10,T,40+,
755,BE10,T,TOTAL,
756,BE100,F,18-29,
757,BE100,F,30-39,
758,BE100,F,40+,
759,BE100,F,<18,
760,BE100,F,TOTAL,
761,BE100,M,18-29,
762,BE100,M,30-39,
763,BE100,M,40+,
764,BE100,M,<18,
765,BE100,M,TOTAL,
766,BE100,T,18-29,
767,BE100,T,30-39,
768,BE100,T,40+,
769,BE100,T,TOTAL,
770,BE2,F,18-29,
771,BE2,F,30-39,
772,BE2,F,40+,
773,BE2,F,<18,
774,BE2,F,TOTAL,
775,BE2,M,18-29,
776,BE2,M,30-39,
777,BE2,M,40+,
778,BE2,M,<18,
779,BE2,M,TOTAL,
780,BE2,T,18-29,
781,BE2,T,30-39,
782,BE2,T,40+,
783,BE2,T,TOTAL,
784,BE21,F,18-29,
785,BE21,F,30-39,
786,BE21,F,40+,
787,BE21,F,<18,
788,BE21,F,TOTAL,
789,BE21,M,18-29,
790,BE21,M,30-39,
791,BE21,M,40+,
792,BE21,M,<18,
793,BE21,M,TOTAL,
794,BE21,T,18-29,
795,BE21,T,30-39,
796,BE21,T,40+,
797,BE21,T,TOTAL,
798,BE211,F,18-29,
799,BE211,F,30-39,
800,BE211,F,40+,
801,BE211,F,<18,
802,BE211,F,TOTAL,
803,BE211,M,18-29,
804,BE211,M,30-39,
805,BE211,M,40+,
806,BE211,M,<18,
807,BE211,M,TOTAL,
808,BE211,T,18-29,
809,BE211,T,30-39,
810,BE211,T,40+,
811,BE211,T,TOTAL,
812,BE212,F,18-29,
813,BE212,F,30-39,
814,BE212,F,40+,
815,BE212,F,<18,
816,BE212,F,TOTAL,
817,BE212,M,18-29,
818,BE212,M,30-39,
819,BE212,M,40+,
820,BE212,M,<18,
821,BE212,M,TOTAL,
822,BE212,T,18-29,
823,BE212,T,30-39,
824,BE212,T,40+,
825,BE212,T,TOTAL,
826,BE213,F,18-29,
827,BE213,F,30-39,
828,BE213,F,40+,
829,BE213,F,<18,
830,BE213,F,TOTAL,
831,BE213,M,18-29,
832,BE213,M,30-39,
833,BE213,M,40+,
834,BE213,M,<18,
835,BE213,M,TOTAL,
836,BE213,T,18-29,
837,BE213,T,30-39,
838,BE213,T,40+,
839,BE213,T,TOTAL,
840,BE22,F,18-29,
841,BE22,F,30-39,
842,BE22,F,40+,
843,BE22,F,<18,
844,BE22,F,TOTAL,
845,BE22,M,18-29,
846,BE22,M,30-39,
847,BE22,M,40+,
848,BE22,M,<18,
849,BE22,M,TOTAL,
850,BE22,T,18-29,
851,BE22,T,30-39,
852,BE22,T,40+,
853,BE22,T,TOTAL,
854,BE221,F,18-29,
855,BE221,F,30-39,
856,BE221,F,40+,
857,BE221,F,<18,
858,BE221,F,TOTAL,
859,BE221,M,18-29,
860,BE221,M,30-39,
861,BE221,M,40+,
862,BE221,M,<18,
863,BE221,M,TOTAL,
864,BE221,T,18-29,
865,BE221,T,30-39,
866,BE221,T,40+,
867,BE221,T,TOTAL,
868,BE222,F,18-29,
869,BE222,F,30-39,
870,BE222,F,40+,
871,BE222,F,<18,
872,BE222,F,TOTAL,
873,BE222,M,18-29,
874,BE222,M,30-39,
875,BE222,M,40+,
876,BE222,M,<18,
877,BE222,M,TOTAL,
878,BE222,T,18-29,
879,BE222,T,30-39,
880,BE222,T,40+,
881,BE222,T,TOTAL,
882,BE223,F,18-29,
883,BE223,F,30-39,
884,BE223,F,40+,
885,BE223,F,<18,
886,BE223,F,TOTAL,
887,BE223,M,18-29,
888,BE223,M,30-39,
889,BE223,M,40+,
890,BE223,M,<18,
891,BE223,M,TOTAL,
892,BE223,T,18-29,
893,BE223,T,30-39,
894,BE223,T,40+,
895,BE223,T,TOTAL,
896,BE23,F,18-29,
897,BE23,F,30-39,
898,BE23,F,40+,
899,BE23,F,<18,
900,BE23,F,TOTAL,
901,BE23,M,18-29,
902,BE23,M,30-39,
903,BE23,M,40+,
904,BE23,M,<18,
905,BE23,M,TOTAL,
906,BE23,T,18-29,
907,BE23,T,30-39,
908,BE23,T,40+,
909,BE23,T,TOTAL,
910,BE231,F,18-29,
911,BE231,F,30-39,
912,BE231,F,40+,
913,BE231,F,<18,
914,BE231,F,TOTAL,
915,BE231,M,18-29,
916,BE231,M,30-39,
917,BE231,M,40+,
918,BE231,M,<18,
919,BE231,M,TOTAL,
920,BE231,T,18-29,
921,BE231,T,30-39,
922,BE231,T,40+,
923,BE231,T,TOTAL,
924,BE232,F,18-29,
925,BE232,F,30-39,
926,BE232,F,40+,
927,BE232,F,<18,
928,BE232,F,TOTAL,
929,BE232,M,18-29,
930,BE232,M,30-39,
931,BE232,M,40+,
932,BE232,M,<18,
933,BE232,M,TOTAL,
934,BE232,T,18-29,
935,BE232,T,30-39,
936,BE232,T,40+,
937,BE232,T,TOTAL,
938,BE233,F,18-29,
939,BE233,F,30-39,
940,BE233,F,40+,
941,BE233,F,<18,
942,BE233,F,TOTAL,
943,BE233,M,18-29,
944,BE233,M,30-39,
945,BE233,M,40+,
946,BE233,M,<18,
947,BE233,M,TOTAL,
948,BE233,T,18-29,
949,BE233,T,30-39,
950,BE233,T,40+,
951,BE233,T,TOTAL,
952,BE234,F,18-29,
953,BE234,F,30-39,
954,BE234,F,40+,
955,BE234,F,<18,
956,BE234,F,TOTAL,
957,BE234,M,18-29,
958,BE234,M,30-39,
959,BE234,M,40+,
960,BE234,M,<18,
961,BE234,M,TOTAL,
962,BE234,T,18-29,
963,BE234,T,30-39,
964,BE234,T,40+,
965,BE234,T,TOTAL,
966,BE235,F,18-29,
967,BE235,F,30-39,
968,BE235,F,40+,
969,BE235,F,<18,
970,BE235,F,TOTAL,
971,BE235,M,18-29,
972,BE235,M,30-39,
973,BE235,M,40+,
974,BE235,M,<18,
975,BE235,M,TOTAL,
976,BE235,T,18-29,
977,BE235,T,30-39,
978,BE235,T,40+,
979,BE235,T,TOTAL,
980,BE236,F,18-29,
981,BE236,F,30-39,
982,BE236,F,40+,
983,BE236,F,<18,
984,BE236,F,TOTAL,
985,BE236,M,18-29,
986,BE236,M,30-39,
987,BE236,M,40+,
988,BE236,M,<18,
989,BE236,M,TOTAL,
990,BE236,T,18-29,
991,BE236,T,30-39,
992,BE236,T,40+,
993,BE236,T,TOTAL,
994,BE24,F,18-29,
995,BE24,F,30-39,
996,BE24,F,40+,
997,BE24,F,<18,
998,BE24,F,TOTAL,
999,BE24,M,18-29,
1000,BE24,M,30-39,
1001,BE24,M,40+,
1002,BE24,M,<18,
1003,BE24,M,TOTAL,
1004,BE24,T,18-29,
1005,BE24,T,30-39,
1006,BE24,T,40+,
1007,BE24,T,TOTAL,
1008,BE241,F,18-29,
1009,BE241,F,30-39,
1010,BE241,F,40+,
1011,BE241,F,<18,
1012,BE241,F,TOTAL,
1013,BE241,M,18-29,
1014,BE241,M,30-39,
1015,BE241,M,40+,
1016,BE241,M,<18,
1017,BE241,M,TOTAL,
1018,BE241,T,18-29,
1019,BE241,T,30-39,
1020,BE241,T,40+,
1021,BE241,T,TOTAL,
1022,BE242,F,18-29,
1023,BE242,F,30-39,
1024,BE242,F,40+,
1025,BE242,F,<18,
1026,BE242,F,TOTAL,
1027,BE242,M,18-29,
1028,BE242,M,30-39,
1029,BE242,M,40+,
1030,BE242,M,<18,
1031,BE242,M,TOTAL,
1032,BE242,T,18-29,
1033,BE242,T,30-39,
1034,BE242,T,40+,
1035,BE242,T,TOTAL,
1036,BE25,F,18-29,
1037,BE25,F,30-39,
1038,BE25,F,40+,
1039,BE25,F,<18,
1040,BE25,F,TOTAL,
1041,BE25,M,18-29,
1042,BE25,M,30-39,
1043,BE25,M,40+,
1044,BE25,M,<18,
1045,BE25,M,TOTAL,
1046,BE25,T,18-29,
1047,BE25,T,30-39,
1048,BE25,T,40+,
1049,BE25,T,TOTAL,
1050,BE251,F,18-29,
1051,BE251,F,30-39,
1052,BE251,F,40+,
1053,BE251,F,<18,
1054,BE251,F,TOTAL,
1055,BE251,M,18-29,
1056,BE251,M,30-39,
1057,BE251,M,40+,
1058,BE251,M,<18,
1059,BE251,M,TOTAL,
1060,BE251,T,18-29,
1061,BE251,T,30-39,
1062,BE251,T,40+,
1063,BE251,T,TOTAL,
1064,BE252,F,18-29,
1065,BE252,F,30-39,
1066,BE252,F,40+,
1067,BE252,F,<18,
1068,BE252,F,TOTAL,
1069,BE252,M,18-29,
1070,BE252,M,30-39,
1071,BE252,M,40+,
1072,BE252,M,<18,
1073,BE252,M,TOTAL,
1074,BE252,T,18-29,
1075,BE252,T,30-39,
1076,BE252,T,40+,
1077,BE252,T,TOTAL,
1078,BE253,F,18-29,
1079,BE253,F,30-39,
1080,BE253,F,40+,
1081,BE253,F,<18,
1082,BE253,F,TOTAL,
1083,BE253,M,18-29,
1084,BE253,M,30-39,
1085,BE253,M,40+,
1086,BE253,M,<18,
1087,BE253,M,TOTAL,
1088,BE253,T,18-29,
1089,BE253,T,30-39,
1090,BE253,T,40+,
1091,BE253,T,TOTAL,
1092,BE254,F,18-29,
1093,BE254,F,30-39,
1094,BE254,F,40+,
1095,BE254,F,<18,
1096,BE254,F,TOTAL,
1097,BE254,M,18-29,
1098,BE254,M,30-39,
1099,BE254,M,40+,
1100,BE254,M,<18,
1101,BE254,M,TOTAL,
1102,BE254,T,18-29,
1103,BE254,T,30-39,
1104,BE254,T,40+,
1105,BE254,T,TOTAL,
1106,BE255,F,18-29,
1107,BE255,F,30-39,
1108,BE255,F,40+,
1109,BE255,F,<18,
1110,BE255,F,TOTAL,
1111,BE255,M,18-29,
1112,BE255,M,30-39,
1113,BE255,M,40+,
1114,BE255,M,<18,
1115,BE255,M,TOTAL,
1116,BE255,T,18-29,
1117,BE255,T,30-39,
1118,BE255,T,40+,
1119,BE255,T,TOTAL,
1120,BE256,F,18-29,
1121,BE256,F,30-39,
1122,BE256,F,40+,
1123,BE256,F,<18,
1124,BE256,F,TOTAL,
1125,BE256,M,18-29,
1126,BE256,M,30-39,
1127,BE256,M,40+,
1128,BE256,M,<18,
1129,BE256,M,TOTAL,
1130,BE256,T,18-29,
1131,BE256,T,30-39,
1132,BE256,T,40+,
1133,BE256,T,TOTAL,
1134,BE257,F,18-29,
1135,BE257,F,30-39,
1136,BE257,F,40+,
1137,BE257,F,<18,
1138,BE257,F,TOTAL,
1139,BE257,M,18-29,
1140,BE257,M,30-39,
1141,BE257,M,40+,
1142,BE257,M,<18,
1143,BE257,M,TOTAL,
1144,BE257,T,18-29,
1145,BE257,T,30-39,
1146,BE257,T,40+,
1147,BE257,T,TOTAL,
1148,BE258,F,18-29,
1149,BE258,F,30-39,
1150,BE258,F,40+,
1151,BE258,F,<18,
1152,BE258,F,TOTAL,
1153,BE258,M,18-29,
1154,BE258,M,30-39,
1155,BE258,M,40+,
1156,BE258,M,<18,
1157,BE258,M,TOTAL,
1158,BE258,T,18-29,
1159,BE258,T,30-39,
1160,BE258,T,40+,
1161,BE258,T,TOTAL,
1162,BE3,F,18-29,
1163,BE3,F,30-39,
1164,BE3,F,40+,
1165,BE3,F,<18,
1166,BE3,F,TOTAL,
1167,BE3,M,18-29,
1168,BE3,M,30-39,
1169,BE3,M,40+,
1170,BE3,M,<18,
